Nome	Qtd.
Conjunto Ferramentas - Kit ferramentas para manutenção em informática, contendo no minimo: chave Phillips nº 0, chave Phillips nº 1, chave de fenda 1/4, chave de fenda 3/16, 2x chaves reversíveis, chave de porca 1/8, chave de porca 3/16, chave inglesa, 3x alicates fios, corte e bico fino, 3x pinças antiestáticas, extrator antiestático, insersor antiestático, tubo de solda, ferro de solda e tubo para parafusos. marca profield.	10
Conjunto Motor Bomba bomba d agua submersa para poços, potência 450 Watts, alimentação Elétrica, tensão 220V, vazão aproximadamente de 2300 litros/horas diâmetro recalque/sucção 1. Marca: Maxibombas	1
CONTRA CAPA PARA ENCADERNAÇÃO, COR AZUL - 359952	60
COPO DE VIDRO, CAPACIDADE 300ml, DIâMETRO BOCA 65, ALTURA 140, COR INCOLOR, TIPO USO áGUA/SUCO/REFRIGERANTE, APRESENTAçãO SUPERFíCIE LISA E PAREDE FINA, TRANSMITâNCIA TRANSPARENTE 234295	8
COPO DESCARTáVEL, MATERIAL POLIESTIRENO, CAPACIDADE 50ml, APLICAçãO CAFé, CARACTERíSTICAS ADICIONAIS ATóXICO, DE ACORDO C/ NORMA ABNT, NBR 14865, PESO MíNIMO 0,75, COR BRANCO, PCT C/ 100 UNIDADES 293185	73
COPO DESCARTáVEL, MATERIAL POLIPROPILENO, CAPACIDADE 200ml, APLICAÇÃO ÁGUA, CARACTERíSTICAS ADICIONAIS ATÓXICO, DE ACORDO C/ NORMA ABNT, NBR 14865, PESO MíNIMO 2,20, COR BRANCO, PCT C/ 100 UNIDADES 293717	0
Corda de naylon - Abraçadeira	100
Cordoalha de aço: números de fios 7, comprimento 250m, zincagem camada pesada, diâmetro da cardoalha 6,40. 000037.	4
Corrente de aço Corrente zincada 6,00 mm Marca: Fuzi	7
CORRETIVO LIQUIDO DE TEXTO, BASE DE AGUA, SECAGEM RAPIDA - BRANCO ( FRASCO COM 18 ML.) 201129	15
CURVA DE 45º, SOLDÁVEL AZUL, 75mm, MARCA: AMANCO, CATMAT: 000111619.	0
CURVA ELETRODUTO 3/4 - 418792	20
CUTELO, MATERIAL LÂMINA AÇO INOXIDÁVEL, MATERIAL CABO POLIPROPILENO, COMPRIMENTO LÂMINA 6, CARACTERÍSTICAS ADICIONAIS CABO ATÓXICO, COM AÇÃO ANTIMICROBIANA	3
DERIVAÇÃO FÊMEA 2", MARCA: AMANCO, CATMAT: 000150197.	0
DERIVAÇÃO ROSCÁVEL, PLÁSTICO EP M 3", MARCA: AMANCO. CATMAT: 000150197.	0
DETERGENTE 5L,P/TANQUES DE RESFRIAMENTOS 249476	5
DIPIRONA SÓDICA, DOSAGEM 500 MG/ML, APRESENTAÇÃO SOLUÇÃO ORAL (GOTAS)	0
DISCO ABRASIVO DISCO DIAMANTADO SEGMENTADO 2145 MARCA: KALA	5
DISCO COMPACTO CD/DVD CAP 4,7GB. * 246016	50
DISJUNTOR BAIXA TENSÃO - corrente nominal 10A, número de fases monofásico, referência sistema N, curva de disparo C. Aplicação proteção quadro elétrico. MARCA: SOPRANO. CATMAT: 000368567.	5
DISJUNTOR BAIXA TENSÃO - corrente nominal 20A, número de fases monofásico, referência sistema N, curva de disparo C. Aplicação proteção quadro elétrico. MARCA: SOPRANO. CATMAT: 000337818.	5
DISJUNTOR BAIXA TENSÃO - Corrente nominal 25 A, número de fases monofásico, referência sistema N, curva de disparo C. MARCA: SOPRANO. CATMAT: 000337819.	5
DISJUNTOR BAIXA TENSÃO - Corrente nominal 32 A, número de fases monofásico, referência sistema N, curva de disparo C. MARCA: SOPRANO. CATMAT: 000337857.	5
DISJUNTOR BAIXA TENSÃO - Disjuntor Tripolar 100a. MARCA: JNG. CATMAT: 000150469.	1
DISJUNTOR BAIXA TENSÃO - Disjuntor Tripolar 70 a. MARCA FOCO. CATMAT: 000150469.	1
DISJUNTOR BAIXA TENSÃO - Funcionamento Termomagnético, Corrente nominal 60 A, capacidade interrupção simétrica 10 KA, normas técnicas NBR 5361 (NEMA), características adicionais em caixa moldada, tensão nominal 240 V, número de fases trifásico . MARCA: FOCO. CATMAT: 000336401.	2
DISJUNTOR BAIXA TENSÃO MONOFASICO 40A - 33781	2
DISPENSADOR/SABONETEIRA DE PRESSIONAMENTO COM BICO DOSADOR, EM AÇO INOXIDÁVEL, CAPACIDADE 500ml - 00113263	3
Dobradiça zincada, para porta porta mediando 3.1/2" cartela com 3 unidades Marca: Silvana	10
ELÁSTICO, LÁTEX, AMARELO, NUMERO 18 PARA ESCRITÓRIO, PACOTE COM 100 G . 223458	8
ENGATE FLEXIVEL PVC 40CM. 273497	10
Engate hidráulico, material PVC fléxivel, bitola 1/2 pol, comprimento 40cm, aplicação instalações prediais água fria Marca: Alumasa	10
ENVELOPE, MATERIAL PAPEL, DIMENSÕES 240MMX340MM, TIPO CARTA, COM LOGO DO IFTO. 401667	0
ENVELOPE, MATERIAL PAPEL, DIMENSÕES 310MMX410MM, TIPO CARTA COM LOGO DO IFTO. 415373	102
ENVELOPE, MATERIAL PAPEL, GRAMATURA 75, TIPO CARTA, COR BRANCA, DIMENSÕES DE 144MMX229MM COM LOGO DO IFTO. 398877	8
ESMERILHADEIRA, TIPO ANGULAR, VOLTAGEM 220, POTÊNCIA 750, ROTAÇÃO 11.000, DIÂMETRO DISCO 4 1/2, TIPO USO INDUSTRIAL	2
ESPARADRAPO - Largura 100mm, comprimento 4,5m, características adicionais: impermeável 1 face, massa adesiva ZNO, resistente, cor branca, material dorso tecido de algodão. Marca: Missner. CATMAT: 000278500.	0
ESPIRAL ENCADERNAÇÃO, MATERIAL PLÁSTICO, DIÂMETRO 07 MM, COMPRIMENTO 300, NÚMERO ANÉIS 45, COR PRETA, QUANTIDADE FOLHAS 200	39
ESPIRAL ENCADERNAÇÃO, MATERIAL PLÁSTICO, DIÂMETRO 17, COMPRIMENTO 100, NÚMERO ANÉIS 10, COR PRETA 226974	40
ESPIRAL ENCADERNAÇÃO, MATERIAL PLÁSTICO, DIÂMETRO 29 MM, COMPRIMENTO 300, NÚMERO ANÉIS 45, COR PRETA, QUANTIDADE FOLHAS 200	60
ETIQUETAS AUTOADESIVAS PARA CD COR BRANCA CAIXA C/25 FOLHAS E 75 ETIQUETAS POR PACOTE (FOLHA TAMANHO CARTA 215,9 X 279,4 MM E A4 210 X 297MM) SENDO 3 ETIQUETAS POR FOLHA, DIÂMETRO 115 MM/CD	37
EXTRATOR GRAMPO, MATERIAL METAL, TIPO ALAVANCA, CARACTERÍSTICAS ADICIONAIS 12 CM DE COMPRIMENTO 294856	0
FACA MESA, LÂMINA EM AÇO INOXIDÁVEL E CABO EM AÇO INOXIDÁVEL 240329	24
FERTILIZANTE UREIA, COMPOSIÇÃO QUÍMICA NITROGÊNIO 45 PER, APRESENTAÇÃO GRANULADO, COR BRANCA, PRAZO VALIDADE 36 MESES, APLICAÇÃO AGRICULTURA.	0
FILTRO DE LINHA - Filtro de linha bivolt com 6 tomadas. Filtro de linha bivolt tipo 1U para rack 19", com 6 tomadas aderentes ao novo padrão ABNT NBR 14136:2001, com cabo com 2,50 metros e acabamento na cor preta, proteção contra sobrecarga, surtos de tensão e curtos-circuitos, , chave liga/desliga com disjuntor. Marca: Kairos.	10
FILTRO DE MÁSCARA CONTRA GÁS. PLASTCOR	22
FITA - Fita adesiva dupla face para fixação de acrílicos, canaletas, etc. Medida 19mm x 5m. MARCA: WORKER.	15
FITA ADESIVA DUREX, TAMANHO 19X50MM	0
FITA ADESIVA INVISÍVEL 19mm x 33m (Unidade) [16] MATERIAL DE EXPEDIENTE	2
FITA ADESIVA, LARGURA 25, CUMPRIMENTO 50, COR AMARELA	0
FITA ADESIVA, MATERIAL CREPE, TIPO MONOFACE, LARGURA 48, COMPRIMENTO 50, COR PALHA, APLICAÇÃO MULTIUSO 328505	0
FITA ADESIVA, MATERIAL POLIPROPILENO TRANSPARENTE, TIPO MONO FACE, LARGURA 48, COMPRIMENTO 50, COR INCOLOR + FECHAMENTO DE CAIXAS DE PAPELÃO E EMPACOTAMENTOS	0
FITA ADESIVA, MATERIAL POLIPROPILENO TRANSPARENTE, TIPO MONOFACE, LARGURA 50, COMPRIMENTO 50, COR INCOLOR, APLICAÇÃO MULTIUSO 278982	0
FITA DE IRRIGAÇÃO POR GOTEJAMENTO, TAMANHO 16mmx30cm.	0
FITA DUPLA FACE P/CANALETA 12MMX20M	3
FITA ISOLANTE ALTO FUSÃO 10M. 0150674	10
FITA ISOLANTE ELÉTRICA - Fita isolante anti chama, 19mm x 24m. MARCA: PRYSMIAN. CATMAT: 000052140.	5
FITA PARA APARELHO DE GLICOSÍMETRO PARA RESULTADOS PRECISOS EM 25 SEGUNDOS, CAIXA COM 50 TIRAS DE TESTE. VOLUME DA AMOSTRA 4 UL, PERMISSÃO PARA UTILIZAÇÃO DE AMOSTRAS DE SANGUE CAPILAR, VENOSO, ARTERIAL E NEONATAL. AS TIRAS NÃO PODERÃO SOFRER INTERFERÊNCIA COM MAIS DE 120 SUBSTÂNCIAS, INCLUSIVE PO² DE PACIENTES EM OXIGÊNIO TERAPIA.	4
FITA VEDA ROSCA tamanho 18mmx50m . Similar a marca Tigre	30
FLANELA, MATERIAL FLANELA, COMPRIMENTO 60, LARGURA 40, COR LARANJA, CARACTERíSTICAS ADICIONAIS CANTOS ARREDONDADOS, ACABAMENTO NAS BORDAS EM OVER 300142	0
FORMOL, LIQUIDO CONCENTRAÇÃO 37 E 40, NEON	2
FORMOPED, SPRAY PARA PODRIDÃO DOS CASCOS DOS BOVINOS, FRASCO COM 400 ML	0
FRASCO COLETOR, TIPO UNIVERSAL, 100 ML. J PROLAB	95
GARFO DE MESA EM AÇO INOX, DE 1ª QUALIDADE. 234493	24
GARFO MESA, MATERIAL DESCARTÁVEL, TIPO SOBREMESA PACOTES C/ 50 UNIDADES	16
GARRAFA TÉRMICA, MATERIAL AÇO INOXIDÁVEL, CAPACIDADE 1,80 LTS CARACTERÍSTICAS ADICIONAIS COM PRESSÃO	12
GARRAFA TéRMICA, MATERIAL PLáSTICO, CAPACIDADE 1 L , FORMATO CILíNDRICO, CARACTERíSTICAS ADICIONAIS COM TAMPA ROSCáVEL 232589	10
GARRAFA TéRMICA, MATERIAL PLáSTICO, CAPACIDADE 5 L, CARACTERíSTICAS ADICIONAIS SEM TORNEIRA COM TAMPA ROSQUEáVEL 238455	0
GRAFITE, 0,7mm, LAPISEIRA, TUBO C/ 12 UN 265651	12
GRAMPEADOR GRANDE 28 CM PROFISSIONAL ,TRATAMENTO SUPERFICIAL, MATERIAL METAL, TIPO MESA, CAPACIDADE 240, APLICAÇÃO 261095	5
GRAMPEADOR MÉDIO 20 CM, TRATAMENTO SUPERFICIAL CROMADO, MATERIAL METAL, TIPO MESA, TAMANHO GRAMPO 26/6 284244	0
GRAMPEADOR, NIQUELADO, METAL, TIPO MESA, CAPACIDADE 100 FOLHAS. 203576	2
GRAMPO GRAMPEADOR, MATERIAL METAL, TRATAMENTO SUPERFICIAL LATONADO, TAMANHO 23/10, CX. C/ 5000 GRAMPOS 265761	18
GRAMPO PARA GRAMPEADOR, MATERIAL METAL, TRATAMENTO SUPERFICIAL NIQUELADO, TAMANHO 26/6,CAIXA COM 5.000 GRAMPOS. 203137	4
GUARDANAPO DE PAPEL, MATERIAL CELULOSE, LARGURA 22, COMPRIMENTO 23, COR BRANCA, TIPO FOLHAS DUPLA, CARACTERíSTICAS ADICIONAIS MACIO, PCT. C/ 50 UNIDADES. 243002	22
HASTE 36 CM PARA MICRO ASPERSOR	0
HASTE DE ATERRAMENTO EM COBRE, 2,400X10. 400404	1
HIDRÓXIDO DE ALUMÍNIO, INDICAÇÃO 62MG/ML, APRESENTAÇÃO SUSPENSÃO ORAL	0
IMOBILIZADOR - Tipóia, material Lona, tipo bilateral, tamanho M. Marca: Hidrolight. CatMat: 000280167.	0
INTERRUPTOR - Interruptor duplo para intalações elétricas de baixa tensão. MARCA: Mec. CATMAT: 000040916.	10
INTERRUPTOR - Interruptor simples para instalações elétricas de baixa tensão. MARCA: Mec. CATMAT: 000013773.	10
INTERRUPTOR - Interruptor triplo para instalações elétricas de baixa tensão. MARCA: Mec. Tronic	5
INTERRUPTOR - Tipo simples, quantidade seções 1 un. Características adicionais conjugado com espelho, cor branca, posição relativa embutir, tensão nominal 250 V, corrente nominal 10 A. MARCA: Mec. CATMAT: 000373716.	10
JARRA, MATERIAL AÇO INOXIDÁVEL, CAPACIDADE 2, MODELO CILINDRICO, APLICAçãO ÁGUA/SUCO, CARACTERISTICAS ADICIONAIS COM ALÇA E TAMPA EM AÇO INOXIDÁVEL 249139	4
JOELHO / Cotovelo / com rosca para tape santendo. Marca: Implebras. CATMAT: 000150870.	6
JOELHO DE 90º PARA IRRIGAÇÃO, SOLDÁVEL 50mm AZUL - CATMAT: 000111619	0
JOELHO INTERNO DE POLIETILENO 1".	0
JOELHO SOLDÁVEL LL, DE 32 mm.	0
Jogo chave, material aço cromo vanádio, tipo torx, quantidade peças 11, aplicação manutenção equipamento mecânico/ eletrônico, componentes T6, T7, T8, T9, T10, T15, T20, T25, T27, T30 E T40, material cabo polipropileno, tratamento superficial ponta fosfatizado.	1
Jogo chave, material aço, tipo biela, quantidade peças 11, aplicação serviços gerais-oficina, componentes 8, 10, 11, 12, 13, 14, 15, 16, 17, 18 e 19 mm, acabamento superficial cromado.	1
Jogo de borrachas vulcanizadas para pistola automática dosadora 50 ml, kit vedação, pacote com 6 jogos.	0
Jogo de chave, material aço cromo vanádio trefilado, tipo allen, quantidade peças 10, componentes 10 chaves de 1,5 a 10 mm, modelo longo Marca: Tramontina	1
Kit ferramentas para manutenção em informática, contendo no minimo: chave Phillips nº 0, chave Phillips nº 1, chave de fenda 1/4, chave de fenda 3/16, 2x chaves reversíveis, chave de porca 1/8, chave de porca 3/16, chave inglesa, 3x alicates fios, corte e bico fino, 3x pinças antiestáticas, extrator antiestático, insersor antiestático, tubo de solda, ferro de solda e tubo para parafusos. marca profield	0
LÂMINA BISTURI, MATERIAL AÇO CARBONO, TAMANHO N° 24, TIPO DESCARTÁVEL, ESTERILIDADE ESTÉRIL, CARACTERÍSTICAS ADICIONAIS EMBALADA INDIVIDUALMENTE.	4
LAMINA DE BISTURI, Nº 15, AÇO CARBONO 273178	1
LAMINA DE BISTURI, Nº 21, AÇO CARBONO	1
LÂMPADA FLUORESCENTE - Lâmpada LED 10w, Bulbo Bivolt Base E-27 Luz Branca. MARCA: FOXLUX. CATMAT: 000022306.	10
LÂMPADA FLUORESCENTE COMPACTA - Lâmpada fluorescente compacta 46W, tipo luz branca, tensão 220, para soquete Comum. MARCA: TASCHIBRA. CATMAT: 000132454.	20
LÂMPADA FLUORESCENTE COMPACTA - Tipo compacta, tipo base Edson-27. Características adicionais classe "A" Selo Procel, Fator Potência mínimo 0,96 PER, vida média mínimo 6.000 H, Potência Nominal 25 W, Tensão nominal 220 V, com intensidade luminosa (Depreciação máx. 15) mínimo por watt 55 LM. MARCA: TASCHIBRA. CATMAT: 000421866.	30
LÂMPADA FLUORESCENTE Lâmpada Eletrônica Espiral 11w 220V Luz Branca Marca: Lampada	10
LÂMPADA LUZ MISTA, TENSÃO NOMINAL 220V, POTÊNCIA NOMINAL 250W, TIPO BASE E-27	10
LÂMPADA LUZ MISTA, TENSÃO NOMINAL 220V, POTÊNCIA NOMINAL 250W, TIPO BASE E-40MM - 00209406	10
Lâmpada vapor de sódio alta pressão, potência nominal 150 Watt, tipo base edson- 40 mm, tipo bulso ovóide, diâmetro máximo 91mm. Marca: Empalux	10
LÂMPADA VAPOR METÁLICO - Lâmpada vapor metálico, luz branca, formato elíptico. Aplicação Iluminação de Ambiente, Tensão Nominal 220, Potência Nominal 400. MARCA: EMPALUX. CATMAT: 000042323.	10
LÁPIS PRETO, MADEIRA, 2 MM, HB, SEM BORRACHA APAGADORA, GRAFITE 272348	70
LAPISEIRA, METAL, 0,7 MM, C/PRENDEDOR, PONTA E ACIONADOR DE METAL C/BORRACHA - 239865	16
LIDOCAÍNA CLORIDRATO, DOSAGEM 2, APRESENTAÇÃO GELÉIA	0
LIMATAO 8X3/16	2
LIMATAO 8X7/32"	2
LIVRO DE ATA COM 100 FOLHAS, PAPEL SULFITE 63 G/M2, MEDINDO 297MM COMPRIMENTO X 210MM LARGURA. 200693	8
LIVRO PROTOCOLO, QUANTIDADE FOLHAS 100, COMPRIMENTO 215, LARGURA 150, TIPO CAPA DURA, CARACTERíSTICAS ADICIONAIS FOLHAS PAUTADAS E NUMERADAS SEQUENCIALMENTE FRENTE, GRAMATURA FOLHAS 56, MATERIAL FOLHAS PAPEL APERGAMINHADO 372643	2
LIXA - Lixa Massa, Tipo grão 120. MARCA: WORKER. CATMAT: 000150941.	50
LIXEIRA, MATERIAL PVC, CAPACIDADE 9, DIâMETRO 23, ALTURA 29, COR PRETA 235482	0
LUVA CIRÚRGICA, MATERIAL LÁTEX NATURAL, TAMANHO 7, ESTERILIDADE ESTÉRIL, CARACTERÍSTICAS ADICIONAIS COMPRIMENTO MÍNIMO DE 28CM, APRESENTAÇÃO LUBRIFICADA C/ PÓ BIOABSORVÍVEL,ATÓXICA, TIPO USO DESCARTÁVEL, FORMATO ANATÔMICO, APLICAÇÃO ANTIDERRAPANTE, EMBALAGEM CONFORME NORMA ABNT C/ ABERTURA ASSÉPTICA - 276342	5
LUVA CIRÚRGICA, MATERIAL LÁTEX NATURAL, TAMANHO 7,50, ESTERILIDADE NÃO ESTÉRIL, CARACTERÍSTICAS ADICIONAIS S/ LUBRIFICANTE, APRESENTAÇÃO ATÓXICA,ANTIDERRAPANTE, TIPO USO DESCARTÁVEL, FORMATO ANATÔMICO, ESPESSURA 0,17 A 0,23, EMBALAGEM CONFORME NORMA ABNT C/ ABERTURA ASSÉPTICA - 299369	5
LUVA ELETRODUTO – Material rígido anti-chama, bitola ¾ pol, cor cinza, características adicionais para conexão tudo eletroduto condulente de ¾, aplicação instalações elétricas. MARCA: GASPARZINHO.	70
LUVA PARA PROCEDIMENTO NÃO CIRÚRGICO, MATERIAL LÁTEX NATURAL ÍNTEGRO E UNIFORME, TAMANHO MÉDIO, CARACTERÍSTICAS ADICIONAIS LUBRIFICADA COM PÓ BIOABSORVÍVEL, DESCARTÁVEL, APRESENTAÇÃO ATÓXICA, TIPO AMBIDESTRA, TIPO USO DESCARTÁVEL, MODELO FORMATO ANATÔMICO, FINALIDADE RESISTENTE À TRAÇÃO	1
LUVA UNIÃO, SOLDÁVEL, 50 mm.	0
Luvas plástica transparente para palpação walmur cx c/ 100 un	4
MACACÃO PARA APLICAÇÃO DE PRODUTOS AGROTÓXICOS.	8
Mangueira Jardim Mangueira jardim, material Pvc - traçado em náilon, diâmetro 3/4, espessura 2, pressão máxima 6, cor cristal. Marca: Plasbohn	100
Mangueira Sucção Mangueira Sucção - Serviços pesados, diâmetro Interno 3 Marca: Himaflex	2
Mangueira Sucção Mangueira Sucção - Serviços pesados, diâmetro Interno 4 Marca: Himaflex	2
Máscara respiratória	7
Massa corrida, método aplicação com espátula e desempenadeira, tempo secagem 3 hr, composição básica PVA - policloreto de vinila, solubilidade água, aplicação imperfeição superfície interna para pintura, caixa com 20kg.	1
MATERIAL VETERINÁRIO, TIPO AGULHA HIPODÉRMICA, CARACTERÍSTICAS ADICIONAIS BISEL TRIFACETADO , COMPONENTES CANHÃO EM LATÃO CROMADO, MATERIAL AÇO INOXIDÁVEL, DIMENSÃO 15 X 18 MM.	1
MEDIDOR DE GLICEMIA ACCU-CHECK ACTIVE.	3
Medidor Laboratório Atadura de crepom, tamanho 1, 2m, largura 20 cm - 13 fios pacote contendo 1 rolo marca: Erimax	50
MICRO ASPERSOR COMPLETO (MICRO ASPERSOR + ESTACAS DE 40 cm +MICROS TUBOS) COM VAZÃO COMPREENDIDA ENTRE 50 a 100 L/H.	0
MICRO ASPERSOR SEM HASTE 50 a 100 l/h.	0
MOLHA-DEDOS, MATERIAL BASE PLáSTICO, MATERIAL TAMPA PLáSTICO, MATERIAL CARGA MASSA, TAMANHO 12, VALIDADE CARGA 1 ANO, CARACTERíSTICAS ADICIONAIS CONTéM GLICERINA E NãO MANCHA 249588	4
MOUSE - Mouse como fio, com conexão tipo USB. Mouse com fio, com conexão tipo USB, resolução mínima de 800 DPI, com três botões sendo um deles a roda de rolagem	0
MOUSE PAD, BORRACHA NEOPRENE, LAMINADO PLÍSTICO, 95 X 170 MM, 215 X 180 MM, MOUSE PAD (ERGONOMICO) COM APOIO PARA O PUNHO, USO DE MOUSE COM PREVENÇÃO A LER 243428	9
Multímetro Digital. Instrumento digital portátil, com fusível de alto restauração, teste de linha viva, holster protetor, LCD de 3 / teclas com iluminação de fundo, de acordo com a categoria II de segurança, congelamento de leitura, desligamento automático e mudança de faixa manual. Realiza medidas de tensão DC e AC, resistência, capacitância, freguência, temperatura e testes de linha viva, hFE de transistor, diodo e continuidade.	7
NEOMICINA, COMPOSIÇÃO ASSOCIADA COM BACITRACINA, CONCENTRAÇÃO 5MG 250UI/G, TIPO MEDICAMENTO POMADA	0
ÓCULOS DE PROTEÇÃO - Óculos de proteção. Com visor, apoio nasal e proteção laterais injetadas em um a mesma peça. Visor e hastes em policarbonato incolor ou cinza. Tamanho único. Visor com tratamento antiembaçante ou anti risco. MARCA: Plastcor.	12
OXÍMETRO PORTÁTIL - Alimentação bateria interna AAA, tipo medição precisão + ou - 2, faixa medição saturação 30 a 100, características adicionais: Display Led, barras de gráfico, tempo resposta 12s, tipo autodesligamento, acessórios com sensor. Marca: Contec Systems. CatMat: 000392905.	0
PANO DE PRATO, MATERIAL ALGODÃO, COR BRANCA - 321633	36
PAPEL COUCHê, MATERIAL CELULOSE VEGETAL, COR BRANCA, GRAMATURA 180, COMPRIMENTO 297, TRATAMENTO SUPERFICIAL BRILHANTE, LARGURA 210, CX. C/ 50 FOLHAS 358683	19
PAPEL EMBORRACHADO, MATERIAL BORRACHA EVA, COMPRIMENTO 60, LARGURA 40, ESPESSURA 2, PADRÃO LISO, COR VARIADA, APLICAÇÃO CONFECÇÃO DE PAINEIS 262739	0
PAPEL SULFITE A2 100X1 C/ 100 FOLHAS	2
PAPEL VERGÉ A4 CORES VARIADAS	196
PAPEL VERGê, MATERIAL CELULOSE VEGETAL, COR BRANCA, GRAMATURA 180, COMPRIMENTO 297, LARGURA 210 CX. C/ 50 FOLHAS 297355	12
PARA-RAIOS ATÉ 15KV Para-Raio Polimérico 15 Kv 10 Ka Marca: Viller	1
PARAFUSO - Parafuso 5/16 com porca e arruela 20, caixa com 100. MARCA VONDER. CATMAT: 000150125.	1
PARAFUSO - Parafuso Fenda 3.5 x 40. MARCA: CISER. CATMAT: 000150125.	250
PARAFUSO - Parafuso Madeira Philips 4.0 x 45. MARCA: WORKER. CATMAT: 000150125.	250
PARAFUSO FENDA 4,8X50 -	250
PARAFUSO FENDA 5,5X65	250
PARAFUSO PARA MADEIRA PHILIPS 5.0x60	250
PARAFUSO PARA MADEIRA PHILIPS 6.0x70	250
PARAFUSO PARA VASO SANITARIO COM BUCHA S-10 - 150125	20
PARAFUSO SEXTAVADO ROSCA SOBERBA 1/4x65	102
PARAFUSO SEXTAVADO ROSCA SOBERBA 5/16X65	150
PASTA ARQUIVO, MATERIAL CARTãO KRAFT, TIPO SUSPENSA, LARGURA 240, ALTURA 360, COR PARDA, PRENDEDOR INTERNO TRILHO, CARACTERíSTICAS ADICIONAIS VISOR/HASTE/CABIDE/GANCHO PLáSTICO NAS EXTREMIDADE, GRAMATURA 230 283917	119
PASTA ARQUIVO, MATERIAL CARTOLINA PLASTIFICADA, TIPO ABAS E ELÁSTICO, LARGURA 235 MM, ALTURA 350MM, GRAMATURA 250 MG/2	1
PASTA ARQUIVO, MATERIAL CARTOLINA PLASTIFICADA, TIPO SIMPLES, LARGURA 240, ALTURA 350, COR VARIADA, CARACTERÍSTICAS ADICIONAIS COM ELÁSTICO 283771	0
PASTA ARQUIVO, MATERIAL PAPELãO REVESTIDO DE PVC, TIPO CATáLOGO, LARGURA 245, ALTURA 335, COR PRETA, CAPACIDADE 50 SACOS PLáSTICOS, CARACTERíSTICAS ADICIONAIS 2, 4 COLCHETES 348958	24
PASTA ARQUIVO, MATERIAL PLÁSTICO CORRUGADO FLEXÍVEL, TIPO SIMPLES, COM ABAS, 20MM, CORES VARIADAS, CARACTERÍSTICAS ADICIONAIS COM ELÁSTICO 321940	9
PASTA ARQUIVO, MATERIAL PLÁSTICO CRISTAL, COR VARIADA, TIPO SIMPLES, COM ABAS, OFICÍO CARACTERÍSTICAS ADICIONAIS COM ELÁSTICO	0
PASTA ARQUIVO, MATERIAL PLÁSTICO TRANSPARENTE CRISTAL, TIPO SIMPLES, COM ABAS,OFICÍO CARACTERÍSTICAS ADICIONAIS COM ELÁSTICO 339295	3
PASTA ARQUIVO, MATERIAL POLIPROPILENO, TIPO L, CARACTERíSTICAS ADICIONAIS TRANSPARENTE, TAMANHO OFíCIO 316365	5
PASTA ARQUIVO, PAPELÃO PRENSADO, REGISTRADORA AZ, 280 MM, 350 MM, 55 MM, PRETA, ARQUIVO DE DOCUMENTO, PRENDEDOR INTERNO E VISOR NA LOMBADA 295886	15
PASTA SANFONADA A4	5
PATCH PANEL Patch Panel 24 portas. Necessário atender as características elétricas da norma EIA/TIA 568 C.2, possuir vínculo elétrico de aterramento de todos os conectores blindados instalados, possuir pino traseiro com rosca para conexão do terminal de aterramento da carcaça, permitir a fixação e direcionamento dos cabos do sistema horizontal em sua superfície traseira, possibilitar a retirada da placa de encaixe dos conectores blindados, facilitando a instalação, manobra e expansão da rede, apresentar largura de 19", conforme requisitos da norma ANSI/TIA/EIA-310D, altura de 1U e profundidade de 90mm, fornecimento de parafuso e arruelas para fixação no rack e porca e arruela para fixação do terminal de aterramento da carcaça, compatibilidade com os conectores fêmeas blindadas ( Keystone Jacks) CAT. 5E, CAT. 6 e CAT.6A, kit de etiqueta de identificação para as portas, garantia de 12 meses. Marca: LEGRAND	6
PEÇAS PARA ESTETOSCÓPIO, COMPONENTE HASTES E MOLAS, MATERIAL METAL CROMADO, FORMATO EM Y	0
PERCEVEJO, CHAPA DE AÇO, LATONADO, 7 MM, CX. C/ 100 UN 298524	8
PERFURADOR PAPEL, MATERIAL FERRO FUNDIDO, TIPO MéDIO, TRATAMENTO SUPERFICIAL PINTADO, CAPACIDADE Perfuração 60, FUNCIONAMENTO MANUAL 231771	2
PERFURADOR PAPEL, MATERIAL METAL, TIPO Médio, TRATAMENTO SUPERFICIAL PINTADO, CAPACIDADE Perfuração 30, FUNCIONAMENTO MANUAL, Características ADICIONAIS APARADOR DE Plástico, FUROS REDONDOS COM MAGINADOR 264372	8
PILHA - Tamanho pequena, tipo alcalina, modelo AA. MARCA: Elgin. CATMAT: 000231790.	0
PILHA C MEDIA, CARTELA COM 2. 374364	10
PILHA D, GRANDE, CARTELA COM 2. 231787	3
PILHA, PEQUENA, ALCALINA, AA, 1,5 V, NAO RECARREGAVEL 241539	0
PILHA, PEQUENA, ALCALINA, AAA, 1,5 V, NAO RECARREGAVEL 246685	2
PINCEL PARA QUADRO BRANCO MAGNÉTICO COR VARIADA ,PLASTICO , TIPO CARGA RECARREGÁVEL CARACTERÍSTICAS ADICIONAIS PONTA 4MM 00114456	300
PINCEL PINTURA PREDIAL - Pincel Pintura Predial, material cerdas pelo de esquilo, tipo cabo longo, tamanho 1/2, formato retangular, cabo de madeira. Características adicionais Virola Aço Estanhado. MARCA: ROMA. CATMAT: 000057525.	5
PINCEL PINTURA PREDIAL - Pincel Pintura Predial, material cerdas pelo de esquilo, tipo cabo longo, tamanho 3, formato retangular, cabo de madeira. Características adicionais Virola Aço Estanhado. MARCA: Compel	2
